"","V1","V2","V3","V4"
"898","Lnr2uLf0BSc","2023-06-24T12:15:04Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"899","L4_hGHLrjlg","2023-06-26T16:00:11Z","Vlad Savchuk","UC1DuOQg0-nr99t17Ca8Hlag"
"900","3Pbi2kooQxk","2023-06-28T10:48:58Z","WFAA","UCBu0KdNokE4MqdkacvH37_A"
"901","sJ1JVGb9_DQ","2023-06-28T07:30:10Z","Newshub","UCWq564ONoREJprMNhewS6Sw"
"902","1Jg1w0WiDEY","2023-06-28T17:55:08Z","ABC News","UCBi2mrWuNuyYy4gbM6fU18Q"
"903","siBhlxgR7vg","2023-06-30T21:28:15Z","CNN-News18","UCef1-8eOpJgud7szVPlZQAQ"
"904","l3zyMseP9EY","2023-07-01T19:54:20Z","WSMV 4 Nashville","UCW3Vc0gEOccJrQC-a25nGdg"
"905","N3O7H4tgC0I","2023-06-30T20:59:38Z","Human Rights Campaign","UCHZeKyjqpK9diTD1g4yDl5g"
"906","0vHcKVwZPJI","2023-07-03T03:31:18Z","13 ON YOUR SIDE","UCuveMoRCsg7-W6ePw6lq7tA"
"907","OhG8epefYd4","2023-07-03T18:30:20Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"908","cUtJUC8jAEc","2023-07-04T12:47:49Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"909","qrJyDfRbau8","2023-07-04T06:01:58Z","ANC 24/7","UCvi6hEzLM-Z_unKPSuuzKvg"
"910","idpmfdknTM0","2023-07-04T02:40:43Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"911","iJVaIDoh-G4","2023-07-03T23:42:15Z","CBS Evening News","UCAeWdyKJXGWmVAXFpgLNNTg"
"912","CUMZw3dGEgk","2023-06-16T18:55:20Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"913","m9Br3cTgfR4","2023-06-16T21:47:40Z","NBC4 Columbus","UCDFLiE2iGUvlZMmhemzy6eA"
"914","uqBDCfFMRWA","2023-06-17T01:00:32Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"915","l38i2c6oLzk","2023-06-17T14:52:27Z","Attitude Magazine","UC7HfX5mUce4gM06_9rT03iQ"
"916","eh8xhki7myw","2023-06-17T14:00:07Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
"917","to2m6sCU7nY","2023-06-17T21:10:25Z","KXAN","UCgBVz3EzHYKpPS0BITvLRsg"
"918","tpW8coDG5GA","2023-06-18T09:55:35Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"919","qtJkDwkJHzc","2023-06-18T13:19:27Z","BNR","UCWALr0VavEm8SgPXGafhFDQ"
"920","CZkRgMKFg-4","2023-06-18T13:33:05Z","CBS Sunday Morning","UCVT1tPkR-fUVlO652EcO3ow"
"921","5LaLg0BZ1Mk","2023-06-18T18:18:03Z","CBC News","UCuFFtHWoLl5fauMMD5Ww2jA"
"922","n3nt41XNbd0","2023-06-19T03:35:07Z","The Thaiger","UCfyWB_cTvCBWau8mFcMnJkQ"
"923","HitHMm0aOGg","2023-06-19T14:30:12Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"924","PpfQNvOsWjk","PpfQNvOsWjk","PpfQNvOsWjk","PpfQNvOsWjk"
"925","n_ii22-dYMM","2023-06-19T15:08:42Z","Guardian News","UCIRYBXDze5krPDzAEOxFGVA"
"926","7AkDgBZBgIg","2023-06-20T11:50:25Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"927","soVsi0zuUCQ","2023-06-20T11:59:39Z","WFAA","UCBu0KdNokE4MqdkacvH37_A"
"928","0xjhFphPlr8","2023-06-21T00:30:00Z","NBC News","UCeY0bbntWzzVIaj2z3QigXg"
"929","OkJhd5g5378","2023-06-21T05:30:03Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"930","jisiR432rEw","2023-06-21T01:10:45Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"931","Kp3-t-ovvdM","2023-06-21T12:02:14Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"932","i39TzuVNQS4","2023-06-27T19:40:33Z","Harvard T.H. Chan School of Public Health","UCqiyDOiAWz7Q9yNSkgZi53A"
"933","f4EaJtzaePs","2023-06-28T10:41:38Z","WAVY TV 10","UC5DOK_H_fkhHBw_7pl0TViQ"
"934","1yv_MGQA9As","2023-06-09T18:24:28Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"935","DZHT5YhLvcU","2023-06-09T19:02:20Z","CNN","UCupvZG-5ko_eiXAupbDfxWw"
"936","47DMZ4hMy44","2023-06-10T00:03:27Z","Wall Street Journal Opinion","UCw0_9Iih3qM_I_gFLrJeNRg"
"937","vVqmHgebZbw","2023-06-10T02:25:48Z","KTVE","UC0QyBVzPAb8qHPeUHLAHiUg"
"938","GOhNTW4E6cw","2023-06-10T19:06:01Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"939","ZHdI1x_xkT0","2023-06-10T19:06:47Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"940","7d9C-5vtOMs","2023-06-11T02:25:00Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"941","hO9EdrqBXnM","2023-06-11T13:30:24Z","News18 Debate & Interview","UCENc-ImCfgkqHbCWIDhMkwg"
"942","UaBnHdNxeVw","2023-06-11T19:39:31Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"943","BbWI1tsfRzw","2023-06-11T21:32:29Z","PBS NewsHour","UC6ZFN9Tx6xh-skXCuRHCDpQ"
"944","QkZEH74qlC8","2023-06-11T21:23:04Z","Hawaii News Now","UCBnLE14tUHTDyDc8Xij9rAg"
"945","FlkYcHKY3Wc","2023-06-12T11:00:10Z","The Hindu","UC3njZ48-FDxLleBYaP0SZIg"
"946","7gGQxP-KTFM","2023-06-12T23:07:22Z","PBS NewsHour","UC6ZFN9Tx6xh-skXCuRHCDpQ"
"947","SE9Nx2ByNN4","2023-06-13T16:45:00Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"948","DA_pmS47xRU","2023-06-13T21:52:55Z","ABC7 News Bay Area","UCYUbNjkuE4lsr2v1Id2O1oA"
"949","Fv2vWzSza4Q","2023-06-13T13:44:19Z","The Star","UCpWvshQVx1d7BqCsPnVuNIw"
"950","8Vnnr-B-wr4","2023-06-13T20:46:07Z","News 8 WROC","UCzocYTD8J3ezkaoND4iQPGA"
"951","MLHtkIx6cxU","2023-06-14T04:40:33Z","FOX 26 Houston","UC4OqEJz6oABzz_7nu29zF3A"
"952","Uni5AflE1Vc","2023-06-14T20:24:21Z","NBC4 Columbus","UCDFLiE2iGUvlZMmhemzy6eA"
"953","sdOalzkN9Mw","2023-06-15T11:12:27Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"954","InpkZit6Wew","2023-06-15T17:39:28Z","Newsweek","UC2a35q7eyzkfoIusBzdH4Hw"
"955","qrK_Nyi1PQU","2023-06-15T23:47:11Z","WFAA","UCBu0KdNokE4MqdkacvH37_A"
"956","WcCqJMzYZXw","2023-06-16T00:17:01Z","FOX 11 Los Angeles","UCHfF8wFnipMeDpJf8OmMxDg"
"957","3C2w17UHTTM","2023-06-16T10:18:07Z","FRANCE 24 English","UCQfwfsi5VrQ8yKZ-UWmAEFg"
"958","HhpeYov--BQ","2023-06-20T03:43:55Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"959","R1heFc8EmNA","2023-06-20T22:20:46Z","THV11","UCStCUMvCw067Nw5uSlbyDsw"
"960","-Sc-dpoFi70","2023-06-21T16:03:00Z","Senator Josh Hawley","UCMzt8xq6qQ3XQ_DlNfJx0-w"
"961","i_wpV5EApf8","2023-06-02T20:19:08Z","ABC7 News Bay Area","UCYUbNjkuE4lsr2v1Id2O1oA"
"962","MsssEYC6FJs","2023-06-03T04:13:12Z","FOX 2 Detroit","UCOGa-48fFt4cW0UnW5WSdRg"
"963","leavfK_u2_g","2023-06-03T22:30:05Z","South Florida PBS","UCyhPKRdzGskJekibUnJiZyQ"
"964","sFPxwsO5K4s","2023-06-04T17:22:42Z","ABC News","UCBi2mrWuNuyYy4gbM6fU18Q"
"965","Xhl5qSu7IPs","2023-06-05T08:26:41Z","Reuters","UChqUTb7kYRX8-EiaN3XFrSQ"
"966","d_YITeJ12ic","2023-06-05T13:47:27Z","CBS Mornings","UC-SJ6nODDmufqBzPBwCvYvQ"
"967","2B2dro1XF90","2023-06-05T11:30:43Z","Firstpost","UCz8QaiQxApLq8sLNcszYyJw"
"968","ZNIevE_dkDc","2023-06-06T01:13:26Z","WFSB 3","UCByGc7P_siORkC1pum8T3_Q"
"969","OSlGIENVHIk","2023-06-06T01:45:00Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"970","5lWNAzYgwt4","2023-06-06T12:08:37Z","KENS 5: Your San Antonio News Source","UCVnjt9mMx46gMUeTtONXimQ"
"971","uWPS4wCJSAM","uWPS4wCJSAM","uWPS4wCJSAM","uWPS4wCJSAM"
"972","iP91kDL_VUA","2023-06-07T15:08:26Z","ABC News","UCBi2mrWuNuyYy4gbM6fU18Q"
"973","kVCdNLUhZz4","2023-06-08T21:00:33Z","Tampa Bay 28","UCK0UUsCjtMRNtS3BPh1Yc4w"
"974","b59huf3YzMg","2023-06-08T23:00:25Z","NBC News","UCeY0bbntWzzVIaj2z3QigXg"
"975","SJgJGmS3EDI","2023-06-09T17:00:16Z","Newsmax","UCx6h-dWzJ5NpAlja1YsApdg"
"976","2voSrzvFmp0","2023-06-11T09:05:14Z","News18 India","UCPP3etACgdUWvizcES1dJ8Q"
"977","Xbjw5I7IBw8","2023-06-14T15:20:49Z","KCRA 3","UC-BSVXejMFhhml4V_VyoGxg"
"978","MsONaQlRcLU","2023-06-15T22:25:14Z","FOX 7 Austin","UC5maSolHQX9er0BOxrzjMwA"
"979","sGJPoFBobwg","2023-06-15T18:24:56Z","LiveNOW from FOX","UCJg9wBPyKMNA5sRDnvzmkdg"
"980","dGUbSh2Tmho","2023-05-27T08:46:28Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"981","5h7hmYS2gX4","2023-05-27T23:19:56Z","We Are Iowa Local 5 News","UCvoiXGD8UhXXKzbI-tYo_Ig"
"982","qYN0i-uRUSA","2023-05-28T02:23:02Z","FOX 61","UCyqFmhadLMeSjKC86j4AoAQ"
"983","WpDYpNYcgbI","2023-05-28T22:52:23Z","We Are Iowa Local 5 News","UCvoiXGD8UhXXKzbI-tYo_Ig"
"984","AMRO-3__cbw","2023-05-30T02:59:00Z","AP Archive","UCHTK-2W11Vh1V4uwofOfR4w"
"985","PX9OUz7Cwj4","2023-05-30T06:08:20Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"986","UqB5wipYqLM","UqB5wipYqLM","UqB5wipYqLM","UqB5wipYqLM"
"987","hkhDtEBVEWs","2023-06-06T21:47:49Z","FOX 5 New York","UCIjSUWHWp6KohfnR5OQTXnQ"
"988","6rPvtNXEXQQ","2023-06-07T23:20:30Z","WPTV News - FL Palm Beaches and Treasure Coast","UC0bCUnP5RrkJZUtd3bBz6Kw"
"989","I3CM3WGTD2U","2023-06-08T11:30:45Z","CTV News","UCi7Zk9baY1tvdlgxIML8MXg"
"990","sJONjeJse2I","2023-11-24T03:29:26Z","CBC British Columbia","UCiKE6mqbKmGGlNAtccn04MA"
"991","oOHBO90mfBA","2023-11-26T21:00:20Z","The Washington Examiner","UC8BxSGcBKriJvoeyKOnJ6tA"
"992","ri-3MysMSmQ","2023-11-27T23:11:38Z","CBS Miami","UCXJryYh6xcW5iEeJGzK191A"
"993","yYGiRz-eXBo","2023-11-27T19:00:32Z","Forbes","UCmh7afBz-uWwOSSNTqUBAhg"
"994","aGZW36sAHyg","2023-12-01T23:52:54Z","Eyewitness News ABC7NY","UCrlIS7z20CnVaCrMvdkig_g"
"995","qYb_VzM_rf8","2023-12-08T06:10:01Z","Denver7","UC-2MJlKSq9_pYk5-bdvMhnw"
"996","zKqBf80pTrs","2023-12-09T09:30:22Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"997","pLgeIXRVU6Y","2023-12-07T23:15:01Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"998","Ixd6iJuNnu4","2023-12-08T22:32:05Z","Geo News","UC_vt34wimdCzdkrzVejwX9g"
"999","vZJZ3RCazrQ","2023-12-08T22:56:21Z","TV360 Nigeria","UCBzu4YqGiBxBD8pq8NiBuKw"
"1000","Qyfotq81byU","2023-12-08T12:09:11Z","FOX 2 St. Louis","UClMs26ViHFMy7MS897Alcxw"
"1001","oYB24DF-fJg","2023-12-08T21:12:42Z","The National Desk","UCvAnclelY8eSq8GyPE19KTw"
"1002","F_KpPQtLsDI","2023-12-09T20:13:38Z","Local 22 & Local 44","UCsGq2cTkAz36GhmJtJFHs_w"
"1003","WDArN_AIDXA","2023-12-09T01:49:10Z","CBS LA","UCkH1uDkyuO9sVjSqdqBygOg"
"1004","oODiAIT_z7Q","2023-12-09T23:07:31Z","CityNews","UCVKAcQQCO8vv87Gk62SutAg"
"1005","oAY5Wu1I-5M","2023-12-10T05:30:10Z","Times Of India","UCckHqySbfy5FcPP6MD_S-Yg"
"1006","2IveyTN-Ah8","2023-12-10T09:56:56Z","Republic World","UCwqusr8YDwM-3mEYTDeJHzw"
"1007","Wq3kW27IE5k","2023-12-10T10:45:01Z","Geo News","UC_vt34wimdCzdkrzVejwX9g"
"1008","Qh9rrJikW8o","2023-12-10T19:00:17Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1009","bW0wA4VA0hI","2023-12-11T05:20:11Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1010","1PQyll-2Gc4","2023-12-11T16:30:00Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1011","ewfAiDhuFrg","2023-12-11T17:36:43Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1012","BOSzyucYKUw","2023-12-11T17:45:00Z","NBC News","UCeY0bbntWzzVIaj2z3QigXg"
"1013","vZiXrQBU8uA","2023-12-11T17:46:35Z","Arise News","UCyEJX-kSj0kOOCS7Qlq2G7g"
"1014","MjaKfFUIpQo","2023-12-12T11:00:15Z","GBH News","UCx_SjDi4CS5ALkWCS9ffldQ"
"1015","j6kVfYfAPCQ","2023-12-13T06:53:12Z","Channels Television","UCEXGDNclvmg6RW0vipJYsTQ"
"1016","9EjdNoo_NEw","2023-12-13T21:12:38Z","NBC4 Columbus","UCDFLiE2iGUvlZMmhemzy6eA"
"1017","ffLnEKMWen8","2023-12-13T21:53:09Z","13News Now","UCODc8Pa-_WUMaVRp9dvmNmw"
"1018","8dJ3-4XZoe4","2023-12-13T18:03:04Z","KMOV St. Louis","UCwHKLYLfz6M14SbBahFH5VA"
"1019","L_Tkc9ljzfQ","2023-12-14T04:25:48Z","WBNS 10TV","UCAKK8dbcSmckr2sWJhv5ezA"
"1020","do1hvSon8-M","2023-12-14T00:27:51Z","NBC4 Columbus","UCDFLiE2iGUvlZMmhemzy6eA"
"1021","556zbPQJiho","2023-12-14T18:10:51Z","19 News","UCZ4OZ-SF_Dtw8xlVPavaiDw"
"1022","VjM-acmKKsE","2023-12-14T14:46:11Z","The Independent","UCshwRhftzkiov5wKR7M_LsQ"
"1023","t_6DGQg3Gxg","2023-12-15T01:38:03Z","WGN News","UCDrLGkZTcNCshOLiKi5NtEw"
"1024","Q5GmUhuj0UQ","2023-12-15T11:51:24Z","RTÉ News","UC8urSFTmQDxaPDEIZ2Fd63Q"
"1025","2iy1mTKLas0","2023-12-15T21:34:11Z","WOSU Public Media","UCvhI63j18r0aAhfxQJ11EQg"
"1026","XLgMi_NkiMo","2023-12-15T21:31:49Z","FOX 47 News","UCa7XAqQh4gzBgPGwTTF0ofg"
"1027","S-Lf87tr82M","2023-12-16T06:25:48Z","NDTV","UCZFMm1mMw0F81Z37aaEzTUA"
"1028","3cRqBSpSNXw","2023-12-16T11:13:22Z","FOX 61","UCyqFmhadLMeSjKC86j4AoAQ"
"1029","FhgV31kwCpA","2023-12-17T04:50:43Z","Eyewitness News ABC7NY","UCrlIS7z20CnVaCrMvdkig_g"
"1030","IaUdZ_6EjvQ","2023-12-17T14:00:09Z","Telugu Popular TV","UCAXz41pFbZsjfa0OfJsCtpw"
"1031","wL6VBeWhKR0","wL6VBeWhKR0","wL6VBeWhKR0","wL6VBeWhKR0"
"1032","wO7-QmyDtr0","2023-12-18T19:15:18Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ"
"1033","Ggoc90E6u10","2023-12-19T00:10:57Z","KOCO 5 News","UCoIhMkbeDRBImkGiA5mZp5A"
"1034","ujzoFF85tV8","2023-12-19T11:00:51Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1035","G7UwUny6vFA","2023-12-19T15:30:03Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1036","Df0jCAfQ-ZU","2023-12-19T23:26:58Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1037","PtL3nzi0_p4","2023-12-19T23:33:00Z","WBNS 10TV","UCAKK8dbcSmckr2sWJhv5ezA"
"1038","5fu9dDtluR0","2023-12-19T22:59:03Z","13 ON YOUR SIDE","UCuveMoRCsg7-W6ePw6lq7tA"
"1039","5F-xkJe7Fg8","5F-xkJe7Fg8","5F-xkJe7Fg8","5F-xkJe7Fg8"
"1040","FWoPcgA91QE","2023-12-20T04:11:43Z","13 ON YOUR SIDE","UCuveMoRCsg7-W6ePw6lq7tA"
"1041","34NiiZlOnKU","2023-12-20T12:00:05Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1042","sYZTHi7Wa9E","sYZTHi7Wa9E","sYZTHi7Wa9E","sYZTHi7Wa9E"
"1043","rsbF6kVO-MQ","2023-12-20T15:47:46Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1044","TePSC8QnCLs","2023-12-20T16:30:06Z","TalkTV","UCm0yTweyAa0PwEIp0l3N_gA"
"1045","ihzLloJ9GtQ","2023-12-20T23:11:15Z","WBNS 10TV","UCAKK8dbcSmckr2sWJhv5ezA"
"1046","NXZA5Oc0LUI","2023-12-21T05:30:54Z","Newshub","UCWq564ONoREJprMNhewS6Sw"
"1047","Z95ZRsjCH_g","2023-12-20T22:57:07Z","CBS New York","UCNZyLULUQBp5e9Q1cKtvk6Q"
"1048","7eL4FmoMf0k","2023-12-21T10:30:56Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1049","ohWvR88yk80","2023-12-21T09:46:04Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1050","-mfX6adnxMg","2023-12-21T09:53:43Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1051","da6x1QvwERw","2023-12-21T15:23:44Z","KOCO 5 News","UCoIhMkbeDRBImkGiA5mZp5A"
"1052","lCu9ksGza3U","2023-12-21T17:30:04Z","Forbes Breaking News","UCg40OxZ1GYh3u3jBntB6DLg"
"1053","3H4NU7Kb4ek","2023-12-22T00:42:01Z","KTVB","UCVKYCeuR3OyO-M2rfUXHDyg"
"1054","S04o6OfDaNo","2023-12-21T21:37:22Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1055","jBqdBcnSfv4","2023-05-05T15:07:17Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1056","g-qgiIvQsS0","2023-05-06T19:41:27Z","BOL News","UCz2yxQJZgiB_5elTzqV7FiQ"
"1057","GZTYkURmJFo","2023-05-07T04:50:49Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1058","W22RTbMJWPQ","2023-05-07T14:45:26Z","WFAA","UCBu0KdNokE4MqdkacvH37_A"
"1059","EwWb0HDH3Ag","2023-05-07T21:00:13Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1060","wYcfxDpnZ1o","wYcfxDpnZ1o","wYcfxDpnZ1o","wYcfxDpnZ1o"
"1061","1Ml6CQqyGLc","2023-05-09T03:45:00Z","Fox News","UCXIJgqnII2ZOINSWNOGFThA"
"1062","2RaH_86vKCw","2RaH_86vKCw","2RaH_86vKCw","2RaH_86vKCw"
"1063","IYxPDPHqX_E","2023-05-11T13:23:01Z","Loose Women","UChJfh0Y4ycfMbf2SHQzRasg"
"1064","qbWTjH7iIg0","2023-05-12T11:14:36Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1065","TKGrUkof34I","2023-05-12T05:46:33Z","Special Needs Jungle","UC_qz-ZrvLfQViR6qV2uK7qw"
"1066","5CgNyN-xQ-Q","2023-05-11T23:01:16Z","NTD","UC8Ioh4atNDO5a0Vy2qFmauQ"
"1067","eU6L-VAdzSc","2023-05-13T01:34:50Z","KHOU 11","UCXwRxm0zS0jBNTMOVI6xZJw"
"1068","-Jk-TVJnjTw","2023-05-13T13:00:00Z","Hodge Twins","UC4FhvdvgZU5CVbXi2uWgiZg"
"1069","43dvBUnNsoM","2023-05-13T04:30:03Z","MS NOW","UCaXkIU1QidjPwiAYu6GcHjg"
"1070","TvLSRPpVovU","2023-05-13T15:33:14Z","News 4 Tucson KVOA-TV","UCs8cRivViWcNIx5arlnYXYg"
"1071","7ZMW9I9Su9o","2023-05-18T04:12:28Z","WTKR News 3","UC9AZ9PM8UaMrsto6pCjJ75Q"
"1072","Kd46ccdiCH0","2023-05-18T13:30:08Z","Sky News","UCoMdktPbSTixAyNGwb-UYkQ"
"1073","yne9bybm9pQ","2023-04-14T01:19:03Z","23ABC News | KERO","UCaWhMr24lXlBatWGMh9yAdg"
"1074","ZZKr8QCUA9Q","2023-04-18T10:32:46Z","The Trump Report","UCTjDhFuGXlhx9Us0gq0VK2w"
"1075","pR65VWqsNas","2023-04-19T21:25:36Z","WPTV News - FL Palm Beaches and Treasure Coast","UC0bCUnP5RrkJZUtd3bBz6Kw"
"1076","RXSKMzK7quE","2023-04-20T22:27:24Z","PBS NewsHour","UC6ZFN9Tx6xh-skXCuRHCDpQ"
"1077","CcEkmh47RHg","2023-04-21T03:15:00Z","MS NOW","UCaXkIU1QidjPwiAYu6GcHjg"
"1078","c_Ut0LeHb04","2023-04-21T18:28:54Z","USA TODAY","UCP6HGa63sBC7-KHtkme-p-g"
"1079","TNsoT930cJg","2023-02-16T17:10:35Z","The Hill","UCPWXiRWZ29zrxPFIQT7eHSA"
"1080","QlTiszLa_Lk","2023-02-15T21:51:03Z","Inside Edition","UC9k-yiEpRHMNVOnOi_aQK8w"
"1081","o32R9xZVVkk","2023-02-25T01:50:15Z","KTVB","UCVKYCeuR3OyO-M2rfUXHDyg"
"1082","QMqommbLC1M","2023-03-02T10:19:41Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1083","cCtxS8BXyvI","2023-03-09T04:39:13Z","KCAU-TV Sioux City","UCt8HBx7cWdo6dkuj1lsPf2g"
"1084","l98cosYnbbU","2023-05-06T13:52:24Z","The Christian Institute","UCeEPehSV8K34BL4PFzcTHkA"
"1085","pM_M1qMGbms","pM_M1qMGbms","pM_M1qMGbms","pM_M1qMGbms"
"1086","JEcEvysw3tU","2023-05-08T15:03:10Z","WLOS News 13","UCu0Gn50PSjozOgwgPVTBB4A"
"1087","Fwx0mxQ_0fc","2023-12-09T12:31:57Z","Amar Ujala","UCP_wvXToU5ohFLbTAkatvsw"
"1088","5dvOzIZPxKo","2023-12-20T07:15:53Z","Telugu Popular TV","UCAXz41pFbZsjfa0OfJsCtpw"
"1089","Pgc27aeyNzI","2023-12-20T22:17:01Z","13 ON YOUR SIDE","UCuveMoRCsg7-W6ePw6lq7tA"
"1090","7yRpAkuIJ_U","2023-12-21T08:47:26Z","Sky News Australia","UCO0akufu9MOzyz3nvGIXAAw"
"1091","CVISaPR7pE8","2023-12-21T04:57:50Z","WAAY 31 News","UCpQiwFjomzBHJN-TpdLZxBg"
"1092","eytoCyJiuGk","2023-12-21T19:13:15Z","BOL News","UCz2yxQJZgiB_5elTzqV7FiQ"
"1093","IZIdG3bxSfk","2023-12-22T11:26:37Z","BOL News","UCz2yxQJZgiB_5elTzqV7FiQ"
"1094","krLQeiQid4k","2023-03-11T05:21:31Z","We Are Iowa Local 5 News","UCvoiXGD8UhXXKzbI-tYo_Ig"
"1095","EsSRTuhykN4","2023-03-14T23:06:35Z","TMJ4 News","UCKdALw0BErtqmGI2AUtbbhg"
"1096","GosLYVwnwU8","2023-03-18T20:00:08Z","Tampa Bay 28","UCK0UUsCjtMRNtS3BPh1Yc4w"
"1097","CsVO34scSXw","2023-03-27T22:04:06Z","WRAL","UCfmkz6A3aTJwJzox2xhAuRw"
"1098","rvl_yfc7gKU","2023-03-29T06:23:54Z","KGW News","UCKgAB8lqTbqbwXC-e6_9lhQ"
"1099","2YlZFyTaPQc","2023-03-30T03:15:00Z","MS NOW","UCaXkIU1QidjPwiAYu6GcHjg"
"1100","brVqL_Xw6UM","2023-04-07T23:43:35Z","CBS LA","UCkH1uDkyuO9sVjSqdqBygOg"
"1101","91-ROiixDbo","2023-10-23T22:52:31Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1102","msiwbI630CM","2023-10-23T21:27:54Z","WTRF","UC4HQkyqSlym3Ii-RqrDWsFA"
"1103","w7REsfvI8SY","2023-10-24T15:14:44Z","wpsu","UCMf7eLEluPzE7Q1TxAtdWtQ"
"1104","-dkx3-rTHDk","2023-10-24T16:53:57Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1105","f43Ugkjs6lA","2023-10-24T02:37:55Z","Good Morning America","UCH1oRy1dINbMVp3UFWrKP0w"
"1106","Yb6mb2vhgl4","Yb6mb2vhgl4","Yb6mb2vhgl4","Yb6mb2vhgl4"
"1107","dn8CQX_Vb4w","2023-10-24T03:40:32Z","KCRG-TV9: Your Trusted Local News Source","UCVg0ul_tJm6uNvTmZxEtXJA"
"1108","_NjJ3QVDf7I","2023-10-24T10:43:43Z","GBNews","UC0vn8ISa4LKMunLbzaXLnOQ"
"1109","crLmytmuCSs","2023-10-24T18:40:47Z","WLFITV","UCyHX5j6cvdDlDFarayCObRA"
"1110","99nmdRs7qj4","2023-10-25T05:44:43Z","SABC News","UC8yH-uI81UUtEMDsowQyx1g"
"1111","30ROCCLWfFw","2023-10-24T23:36:02Z","WDEF News 12","UCMp6dYTbPOrKFHMH6rGcp2g"
"1112","avIt1VQKAk0","2023-10-25T14:42:44Z","WJHL","UC1Gz1YkPBoLzQSBKbswBHAw"
"1113","yOMplUUTvcg","2023-10-24T18:36:22Z","ABC4 Utah","UCCjsvWYJ00k9T6C20iBH2-g"
"1114","n_zflIvh0JQ","2023-10-25T15:03:33Z","Vatican News - English","UCxIsefyl9g9A5SGWA4FvGIA"
"1115","QA4ItvoT3eM","2023-10-25T11:46:48Z","KTN News Kenya","UCKVsdeoHExltrWMuK0hOWmg"
"1116","FeFoMz1DCIQ","2023-10-25T02:05:53Z","4 News Now","UCyw-NpaizmAD_5qQJ4MieVg"
"1117","4B8bWM3oS5E","2023-10-24T19:10:08Z","Citizen TV Kenya","UChBQgieUidXV1CmDxSdRm3g"
"1118","6ZOB1ydUHYw","2023-10-25T02:02:30Z","News On 6/KOTV","UCJBVNt_BTTl2v4qtLScyxpw"
"1119","bOY9dOrqm1U","2023-10-25T15:59:47Z","WDHN","UC9CujfB962dlYdxBkalY_WA"
